Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
216;21101089492;"Project Leadership and Society";journal;"26667215";"Elsevier Ltd";Yes;No;0,904;Q1;20;50;86;3827;611;86;6,16;76,54;37,66;0;22;United Kingdom;Western Europe;"Elsevier Ltd";"2020-2025";"Public Administration (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Social Sciences"
217;5800169479;"Representation";journal;"17494001, 00344893";"Taylor and Francis Ltd.";No;No;0,903;Q1;32;54;111;2913;275;97;2,35;53,94;43,04;3;21;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1960-1986, 1988-2025";"Sociology and Political Science (Q1)";"Social Sciences"
218;24848;"Critical Sociology";journal;"08969205";"SAGE Publications Ltd";No;No;0,902;Q1;57;160;240;11199;743;213;2,52;69,99;39,15;1;56;United Kingdom;Western Europe;"SAGE Publications Ltd";"1971-1992, 1994-2025";"Sociology and Political Science (Q1)";"Social Sciences"
219;12100155404;"Health Sociology Review";journal;"14461242, 18393551";"Routledge";No;No;0,897;Q1;41;34;65;1655;241;60;3,00;48,68;69,66;0;20;United Kingdom;Western Europe;"Routledge";"2008-2025";"Health (social science) (Q1); Sociology and Political Science (Q1)";"Social Sciences"
220;5600153974;"Policing and Society";journal;"10439463";"Routledge";No;No;0,896;Q1;56;91;204;6067;749;201;3,26;66,67;53,14;2;35;United Kingdom;Western Europe;"Routledge";"1990-2003, 2005-2025";"Law (Q1); Sociology and Political Science (Q1)";"Social Sciences"
221;21100904307;"European Journal of International Security";journal;"20575637, 20575645";"Cambridge University Press";No;No;0,894;Q1;23;57;79;7513;277;79;3,13;131,81;35,71;0;28;United Kingdom;Western Europe;"Cambridge University Press";"2016-2025";"Political Science and International Relations (Q1); Safety Research (Q1); Sociology and Political Science (Q1)";"Social Sciences"
222;21101021989;"European Journal of Politics and Gender";journal;"25151096, 25151088";"Bristol University Press";No;No;0,890;Q1;19;29;85;1351;226;70;2,18;46,59;77,14;0;18;United Kingdom;Western Europe;"Bristol University Press";"2018-2025";"Gender Studies (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
223;21100901140;"Journal of Innovation and Entrepreneurship";journal;"21925372";"SpringerOpen";Yes;No;0,889;Q1;42;87;203;6904;1485;202;6,49;79,36;39,91;3;49;Germany;Western Europe;"SpringerOpen";"2014-2015, 2017-2025";"Information Systems (Q1); Management Information Systems (Q1); Sociology and Political Science (Q1); Economics and Econometrics (Q2); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance; Social Sciences"
224;21101176851;"Volksgeist: Jurnal Ilmu Hukum dan Konstitusi";journal;"2615174X, 26155648";"Universitas Islam Negeri Profesor Kiai Haji Saifuddin Zuhri Purwokerto";Yes;No;0,884;Q1;10;22;60;1096;198;60;4,45;49,82;28,13;0;16;Indonesia;Asiatic Region;"Universitas Islam Negeri Profesor Kiai Haji Saifuddin Zuhri Purwokerto";"2019-2024";"Law (Q1); Political Science and International Relations (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Social Sciences"
225;15725;"Voluntas";journal;"09578765, 15737888";"Springer New York";No;No;0,878;Q1;71;105;304;6097;1071;295;3,20;58,07;50,64;1;37;United States;Northern America;"Springer New York";"1990-2025";"Geography, Planning and Development (Q1); Public Administration (Q1); Sociology and Political Science (Q1); Business and International Management (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Social Sciences"
226;5600155004;"Contemporary Politics";journal;"14693631, 13569775";"Routledge";No;No;0,877;Q1;41;59;91;4696;268;90;2,43;79,59;36,63;2;22;United Kingdom;Western Europe;"Routledge";"1995-2025";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
227;21100870585;"Environmental Sociology";journal;"23251042";"Taylor and Francis Ltd.";No;No;0,872;Q1;33;41;119;2785;371;115;3,10;67,93;60,98;0;32;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2015-2025";"Ecology (Q1); Geography, Planning and Development (Q1); Sociology and Political Science (Q1); Management, Monitoring, Policy and Law (Q2)";"Environmental Science; Social Sciences"
228;21100886407;"European Policy Analysis";journal;"23806567";"John Wiley and Sons Ltd";No;No;0,871;Q1;25;33;81;2403;282;69;3,13;72,82;45,90;2;20;United States;Northern America;"John Wiley and Sons Ltd";"2015-2025";"Political Science and International Relations (Q1); Public Administration (Q1); Sociology and Political Science (Q1); Health Policy (Q2); Management, Monitoring, Policy and Law (Q2)";"Environmental Science; Medicine; Social Sciences"
229;20324;"Journal of Educational Administration and History";journal;"14787431, 00220620";"Routledge";No;No;0,870;Q1;31;44;87;2207;268;76;2,64;50,16;61,43;0;17;United Kingdom;Western Europe;"Routledge";"1968-2000, 2010-2025";"Education (Q1); Sociology and Political Science (Q1)";"Social Sciences"
230;5700155017;"Nordicom Review";journal;"14031108, 20015119";"";Yes;Yes;0,868;Q1;25;22;79;1328;225;79;2,11;60,36;54,72;1;5;Sweden;Western Europe;"";"2000-2024";"Communication (Q1); Cultural Studies (Q1); Sociology and Political Science (Q1)";"Social Sciences"
231;5200152206;"Annual Review of Law and Social Science";book series;"15503585";"Annual Reviews Inc.";No;No;0,865;Q1;63;21;63;2521;242;63;3,30;120,05;65,71;0;8;United States;Northern America;"Annual Reviews Inc.";"2006-2024";"Law (Q1); Sociology and Political Science (Q1)";"Social Sciences"
232;15039;"African Affairs";journal;"00019909, 14682621";"Oxford University Press";No;No;0,862;Q1;88;22;91;2182;242;87;2,34;99,18;45,71;4;11;United Kingdom;Western Europe;"Oxford University Press";"1901-2024";"Geography, Planning and Development (Q1); Sociology and Political Science (Q1)";"Social Sciences"
233;24482;"Children and Youth Services Review";journal;"01907409";"Elsevier Ltd";No;No;0,862;Q1;123;625;1275;40419;3733;1257;2,14;64,67;67,97;11;363;United Kingdom;Western Europe;"Elsevier Ltd";"1979-2025";"Education (Q1); Social Work (Q1); Sociology and Political Science (Q1); Developmental and Educational Psychology (Q2)";"Psychology; Social Sciences"
234;80321;"Pacific Review";journal;"09512748, 14701332";"Taylor and Francis Ltd.";No;No;0,862;Q1;60;69;133;6096;409;133;3,17;88,35;34,95;7;26;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1988-2025";"Geography, Planning and Development (Q1); Sociology and Political Science (Q1)";"Social Sciences"
235;144821;"Language Policy";journal;"15684555";"Springer Netherlands";No;No;0,858;Q1;47;32;77;2223;254;70;3,06;69,47;55,32;0;13;Netherlands;Western Europe;"Springer Netherlands";"2002-2025";"Linguistics and Language (Q1); Sociology and Political Science (Q1)";"Social Sciences"
236;19900192720;"China Economic Journal";journal;"17538963, 17538971";"Routledge";No;No;0,857;Q1;30;28;63;1212;282;59;2,23;43,29;43,40;0;20;United Kingdom;Western Europe;"Routledge";"2010-2025";"Cultural Studies (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Economics, Econometrics and Finance; Social Sciences"
237;23611;"Public Choice";journal;"15737101, 00485829";"Springer Netherlands";No;No;0,855;Q1;98;142;262;7982;576;246;2,14;56,21;19,84;7;57;Netherlands;Western Europe;"Springer Netherlands";"1966-2025";"Sociology and Political Science (Q1); Economics and Econometrics (Q2)";"Economics, Econometrics and Finance; Social Sciences"
238;19900191744;"Equality, Diversity and Inclusion";journal;"17587093, 20407149";"Emerald Publishing";No;No;0,852;Q1;45;141;197;9181;707;189;3,36;65,11;65,54;0;89;United Kingdom;Western Europe;"Emerald Publishing";"2010-2025";"Cultural Studies (Q1); Gender Studies (Q1); Sociology and Political Science (Q1); Organizational Behavior and Human Resource Management (Q2)";"Business, Management and Accounting; Social Sciences"
239;21101162821;"Global Studies Quarterly";journal;"26343797";"Oxford University Press";Yes;No;0,852;Q1;12;88;181;7309;473;180;2,38;83,06;44,83;3;36;United Kingdom;Western Europe;"Oxford University Press";"2021-2025";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
240;3500148027;"Science as Culture";journal;"09505431";"Taylor and Francis Ltd.";No;No;0,849;Q1;52;38;80;2191;240;73;3,33;57,66;50,00;1;18;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1987-2025";"Cultural Studies (Q1); Health (social science) (Q1); History and Philosophy of Science (Q1); Sociology and Political Science (Q1); Biomedical Engineering (Q2); Biotechnology (Q2)";"Arts and Humanities; Biochemistry, Genetics and Molecular Biology; Engineering; Social Sciences"
241;5700162683;"Globalizations";journal;"1474774X, 14747731";"Taylor and Francis Ltd.";No;No;0,846;Q1;59;126;334;9258;974;321;2,35;73,48;46,49;2;76;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2004-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1); Geography, Planning and Development (Q1); Public Administration (Q1); Sociology and Political Science (Q1); Management, Monitoring, Policy and Law (Q2)";"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
242;4400151519;"Journal of Women, Politics and Policy";journal;"1554477X";"Routledge";No;No;0,844;Q1;41;27;90;1708;170;83;1,64;63,26;72,58;0;27;United States;Northern America;"Routledge";"2005-2025";"Gender Studies (Q1); Sociology and Political Science (Q1)";"Social Sciences"
243;23971;"Critical Asian Studies";journal;"14672715, 14726033";"Routledge";No;No;0,843;Q1;48;32;87;2612;225;87;2,00;81,63;37,74;0;16;United Kingdom;Western Europe;"Routledge";"1968-1993, 1995-2025";"Geography, Planning and Development (Q1); Sociology and Political Science (Q1)";"Social Sciences"
244;21100842323;"Journal of Trust Research";journal;"2151559X, 21515581";"Routledge";No;No;0,840;Q1;26;13;28;866;108;25;3,40;66,62;40,74;0;3;United States;Northern America;"Routledge";"2011-2025";"Business, Management and Accounting (miscellaneous) (Q1); Sociology and Political Science (Q1); Applied Psychology (Q2); Social Psychology (Q2)";"Business, Management and Accounting; Psychology; Social Sciences"
245;101305;"Journal of Sociology";journal;"17412978, 14407833";"SAGE Publications Ltd";No;No;0,836;Q1;66;66;153;3762;479;151;2,82;57,00;63,31;2;36;United Kingdom;Western Europe;"SAGE Publications Ltd";"1965-2025";"Sociology and Political Science (Q1)";"Social Sciences"
246;22328;"Organizational Dynamics";journal;"00902616";"Elsevier B.V.";No;No;0,836;Q1;81;57;131;59;494;130;3,14;1,04;51,56;2;15;United Kingdom;Western Europe;"Elsevier B.V.";"1972-1995, 1997-2025";"Sociology and Political Science (Q1); Applied Psychology (Q2); Organizational Behavior and Human Resource Management (Q2)";"Business, Management and Accounting; Psychology; Social Sciences"
247;25136;"German Politics";journal;"09644008";"Frank Cass Publishers";No;No;0,833;Q1;27;49;103;2888;270;97;2,75;58,94;27,06;5;18;United Kingdom;Western Europe;"Frank Cass Publishers";"1992-1995, 2010-2025";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
248;18718;"Time and Society";journal;"0961463X, 14617463";"SAGE Publications Ltd";No;No;0,832;Q1;57;41;92;2221;235;80;2,14;54,17;58,62;0;10;United Kingdom;Western Europe;"SAGE Publications Ltd";"1992-2025";"Sociology and Political Science (Q1)";"Social Sciences"
249;5700163963;"Politics, Philosophy and Economics";journal;"1470594X";"SAGE Publications Inc.";No;No;0,828;Q1;40;32;59;1713;138;57;2,36;53,53;17,95;0;12;United States;Northern America;"SAGE Publications Inc.";"2002-2025";"Philosophy (Q1); Sociology and Political Science (Q1); Economics and Econometrics (Q2)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
250;23577;"Publius: The Journal of Federalism";journal;"17477107, 00485950";"Oxford University Press";No;No;0,827;Q1;52;39;86;2649;284;86;2,11;67,92;33,33;0;13;United Kingdom;Western Europe;"Oxford University Press";"1971-2024";"Public Administration (Q1); Sociology and Political Science (Q1)";"Social Sciences"
251;21759;"Journal of Consumer Affairs";journal;"00220078, 17456606";"Wiley-Blackwell";No;No;0,826;Q1;78;47;215;3953;806;199;4,05;84,11;46,43;2;21;United States;Northern America;"Wiley-Blackwell";"1967-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Economics, Econometrics and Finance; Social Sciences"
252;12100155921;"Social Policy and Society";journal;"14753073, 14747464";"Cambridge University Press";No;No;0,825;Q1;39;91;165;5289;556;158;3,41;58,12;56,00;0;67;United Kingdom;Western Europe;"Cambridge University Press";"2011, 2013-2025";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
253;11700154508;"Ethics in Science and Environmental Politics";journal;"16118014, 18635415";"Inter-Research";Yes;Yes;0,824;Q1;23;7;15;427;110;15;1,90;61,00;26,32;0;3;Germany;Western Europe;"Inter-Research";"2001-2024";"Ecology (Q1); Education (Q1); Philosophy (Q1); Sociology and Political Science (Q1); Management, Monitoring, Policy and Law (Q2)";"Arts and Humanities; Environmental Science; Social Sciences"
254;19349;"Journal of Mathematical Sociology";journal;"15455874, 0022250X";"Taylor and Francis Ltd.";No;No;0,823;Q1;37;19;41;894;69;41;2,22;47,05;21,21;0;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1971-2025";"Algebra and Number Theory (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Mathematics; Social Sciences"
255;16772;"Canadian Journal of Political Science";journal;"17449324, 00084239";"Cambridge University Press";No;No;0,821;Q1;48;39;150;2372;249;149;1,42;60,82;41,18;0;12;United Kingdom;Western Europe;"Cambridge University Press";"1968-2025";"Sociology and Political Science (Q1)";"Social Sciences"
256;24734;"American Journal of Evaluation";journal;"10982140";"SAGE Publications Inc.";No;No;0,817;Q1;71;48;122;2271;248;107;1,42;47,31;65,04;1;17;United States;Northern America;"SAGE Publications Inc.";"1981-2025";"Education (Q1); Health (social science) (Q1); Sociology and Political Science (Q1); Business and International Management (Q2); Social Psychology (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Psychology; Social Sciences"
257;28625;"Australian Journal of Social Issues";journal;"18394655, 01576321";"Wiley-Blackwell";No;No;0,817;Q1;42;101;139;5451;443;130;2,61;53,97;66,26;2;55;Australia;Pacific Region;"Wiley-Blackwell";"1975-1976, 1980-1982, 1984, 1986, 1989-1993, 1996-2025";"Sociology and Political Science (Q1)";"Social Sciences"
258;26364;"Journal of Strategic Studies";journal;"01402390, 1743937X";"Routledge";No;No;0,817;Q1;44;51;151;3379;360;134;2,52;66,25;18,64;8;7;United Kingdom;Western Europe;"Routledge";"1978-2025";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
259;21100975552;"Journal of Chinese Governance";journal;"23812354, 23812346";"Taylor and Francis Ltd.";No;No;0,812;Q1;22;33;74;2383;255;74;3,69;72,21;36,36;0;12;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2016-2025";"Political Science and International Relations (Q1); Public Administration (Q1); Sociology and Political Science (Q1)";"Social Sciences"
260;19600163400;"Social Work";journal;"15456846, 00378046";"Oxford University Press";No;No;0,809;Q1;85;51;135;1308;332;96;2,76;25,65;58,42;0;21;United States;Northern America;"Oxford University Press";"1956-2025";"Social Work (Q1); Sociology and Political Science (Q1); Medicine (miscellaneous) (Q2)";"Medicine; Social Sciences"
261;21100427853;"Politics and Governance";journal;"21832463";"Cogitatio Press";Yes;No;0,804;Q1;39;129;395;7027;1184;356;2,17;54,47;53,56;5;90;Portugal;Western Europe;"Cogitatio Press";"2013-2025";"Public Administration (Q1); Sociology and Political Science (Q1)";"Social Sciences"
262;70397;"Evaluation";journal;"13563890, 14617153";"SAGE Publications Ltd";No;No;0,803;Q1;61;37;91;1639;232;76;2,57;44,30;51,76;3;7;United Kingdom;Western Europe;"SAGE Publications Ltd";"1995-2025";"Development (Q1); Sociology and Political Science (Q1)";"Social Sciences"
263;144948;"Journal of Occupational Science";journal;"14427591";"Taylor and Francis Ltd.";No;No;0,798;Q1;57;88;158;5051;491;133;3,14;57,40;76,19;0;29;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1993-2025";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Social Sciences"
